condition;mu;density;run_time;converged;model;solver
25;0.605910529088481;1.00000000148423;2.588;1;EC12b;LBFGS
26;0.574223008175469;1.00000000148423;2.926;0;EC12b;LBFGS
27;0.540314577192779;1.00000000148423;4.152;0;EC12b;LBFGS
28;0.504560805557254;1.00000000148423;0.797;0;EC12b;LBFGS
29;0.467442778962044;1.00000000148423;3.721;0;EC12b;LBFGS
30;0.429525146876168;1.00000000148423;4.386;0;EC12b;LBFGS
1;0.0931958800315791;1.00000000379064;5.634;1;newextended16;LBFGS
2;0.0942074425374809;1.00000000224228;0.831;1;newextended16;LBFGS
3;0.0951754500276716;1.00000000234465;0.785;1;newextended16;LBFGS
4;0.0960977039597657;1.00000000237285;0.772;1;newextended16;LBFGS
5;0.0969720614634973;0.999999998494406;0.797;1;newextended16;LBFGS
6;0.0977964451431562;1.0000000023207;0.762;1;newextended16;LBFGS
7;0.098568851566469;1.00000000260843;0.945;1;newextended16;LBFGS
8;0.0992873615336385;1.00000000291737;0.88;0;newextended16;LBFGS
9;0.0999501487954998;0.999999998831722;0.826;1;newextended16;LBFGS
10;0.100555489733093;1.00000000203922;0.87;1;newextended16;LBFGS
11;0.101101771200523;0.999999998788309;0.785;1;newextended16;LBFGS
12;0.101587500360192;1.00000000285957;0.953;1;newextended16;LBFGS
13;0.102011311460311;0.999999998854582;0.819;1;newextended16;LBFGS
14;0.102371975021682;1.00000000268299;0.631;1;newextended16;LBFGS
15;0.102668403585251;1.00000000266766;0.62;1;newextended16;LBFGS
16;0.102899659330794;1.00000000138712;0.621;1;newextended16;LBFGS
17;0.103064959703872;1.00000000285266;0.661;1;newextended16;LBFGS
18;0.10316368240005;1.00000000251276;0.645;1;newextended16;LBFGS
19;0.103195370186216;1.00000000241044;0.633;1;newextended16;LBFGS
20;0.103159734322197;1.00000000250139;0.658;1;newextended16;LBFGS
21;0.103056657370275;1.00000000244269;0.572;1;newextended16;LBFGS
22;0.102886195106704;1.00000000365952;0.522;1;newextended16;LBFGS
23;0.102648577287933;1.00000000227352;0.593;1;newextended16;LBFGS
24;0.102344207924719;1.00000000176234;0.61;1;newextended16;LBFGS
25;0.101973664047992;1.0000000023094;0.521;1;newextended16;LBFGS
26;0.101537693789945;1.00000000207092;0.601;1;newextended16;LBFGS
27;0.10103721357938;1.00000000185638;0.602;1;newextended16;LBFGS
28;0.100473304211117;1.0000000017318;0.638;1;newextended16;LBFGS
29;0.0998472060922734;1.00000000173167;0.638;1;newextended16;LBFGS
30;0.0991603135580647;1.00000000030793;0.617;1;newextended16;LBFGS
31;0.0984141684911181;0.999999999485331;0.64;1;newextended16;LBFGS
32;0.0976104529737071;1.00000000160585;0.671;1;newextended16;LBFGS
33;0.0967509811276355;1.00000000137643;0.596;1;newextended16;LBFGS
34;0.0958376907682161;1.00000000132368;0.646;1;newextended16;LBFGS
35;0.0948726339383117;1.00000000115803;0.694;1;newextended16;LBFGS
36;0.0938579672174057;1.00000000107352;0.798;1;newextended16;LBFGS
37;0.0927959415352523;1.00000000179483;0.84;1;newextended16;LBFGS
38;0.0916888915768384;1.00000000096883;0.72;1;newextended16;LBFGS
39;0.0905392251173789;0.999999999907136;0.982;1;newextended16;LBFGS
40;0.0893494119938543;0.999999999905856;0.928;1;newextended16;LBFGS
41;0.0881219730365564;1.00000000077256;0.783;1;newextended16;LBFGS
42;0.0868594690285888;1.00000000083005;0.84;1;newextended16;LBFGS
43;0.0855644898064836;1.00000000068916;0.918;1;newextended16;LBFGS
44;0.0842396434254914;1.0000000013167;0.976;1;newextended16;LBFGS
45;0.0828875455535803;1.00000000127553;0.948;1;newextended16;LBFGS
46;0.0815108093390963;1.00000000544086;0.554;1;newextended16;LBFGS
47;0.0801120352391443;1.00000000482637;0.546;1;newextended16;LBFGS
48;0.0786938019394713;1.00000000421637;0.58;1;newextended16;LBFGS
49;0.0772586571117019;1.00000000366181;0.581;1;newextended16;LBFGS
50;0.0758091090168068;1.0000000031827;0.554;1;newextended16;LBFGS
51;0.0743476185970608;1.00000000235876;0.572;1;newextended16;LBFGS
52;0.0728765920939439;0.999999994435029;0.607;1;newextended16;LBFGS
53;0.0713983746848765;0.999999994830936;0.543;1;newextended16;LBFGS
54;0.0699152438542198;0.999999994536673;0.494;1;newextended16;LBFGS
55;0.0684294044240552;0.999999999328202;0.513;1;newextended16;LBFGS
56;0.0669429833932892;0.999999996592787;0.494;1;newextended16;LBFGS
57;0.0654580262944819;1.0000000035969;0.502;1;newextended16;LBFGS
58;0.0639764929971293;1.00000000254246;0.573;1;newextended16;LBFGS
59;0.0625002554048891;0.999999999685127;0.56;1;newextended16;LBFGS
60;0.0610310948902524;1.00000000109356;0.565;1;newextended16;LBFGS
61;0.0595707004741541;1.0000000021248;0.569;1;newextended16;LBFGS
62;0.0581206677808201;1.00000000184805;0.561;1;newextended16;LBFGS
63;0.0566824983624419;1.00000000159297;0.614;1;newextended16;LBFGS
64;0.0552575995034105;1.00000000136474;0.587;1;newextended16;LBFGS
65;0.0538472845266615;1.00000000116006;0.588;1;newextended16;LBFGS
66;0.0524527735147767;1.00000000099917;0.542;1;newextended16;LBFGS
67;0.051075194421577;1.00000000081792;0.516;1;newextended16;LBFGS
68;0.049715584548299;1.00000000162835;0.786;1;newextended16;LBFGS
69;0.0483748923016242;1.00000000053785;0.843;1;newextended16;LBFGS
70;0.0470539793143261;0.999999997477831;0.957;1;newextended16;LBFGS
71;0.0457536227920547;0.999999999148026;0.864;1;newextended16;LBFGS
72;0.0444745179447684;0.999999998939222;0.709;1;newextended16;LBFGS
73;0.0432172808588228;1.00000000071137;0.797;1;newextended16;LBFGS
74;0.0419824512835967;1.00000000020906;0.707;1;newextended16;LBFGS
75;0.0407704957223517;0.999999998870152;0.771;1;newextended16;LBFGS
76;0.0395818105268578;1.00000000039446;0.811;1;newextended16;LBFGS
77;0.0384167250444508;1.00000000132503;0.786;1;newextended16;LBFGS
78;0.0372755049057765;1.00000000114124;0.788;1;newextended16;LBFGS
79;0.0361583552785006;0.999999999757491;0.679;1;newextended16;LBFGS
80;0.0350654241274404;0.999999994072358;0.549;1;newextended16;LBFGS
81;0.0339968055551567;0.999999999140631;0.584;1;newextended16;LBFGS
82;0.0329525428584994;1.00000000069376;0.515;1;newextended16;LBFGS
83;0.0319326318918815;1.00000000048997;0.568;1;newextended16;LBFGS
84;0.030937024140161;1.00000000045323;0.553;1;newextended16;LBFGS
85;0.0299656297678188;0.999999996435012;0.511;1;newextended16;LBFGS
86;0.0290183206750796;0.999999999814952;0.537;1;newextended16;LBFGS
87;0.0280949332812634;0.999999996651759;0.436;1;newextended16;LBFGS
88;0.0271952714814892;0.999999997295587;0.444;1;newextended16;LBFGS
89;0.0263191092560403;1.00000000054839;0.535;1;newextended16;LBFGS
90;0.0254661933033669;1.0000000003793;0.539;1;newextended16;LBFGS
91;0.0246362455772903;0.99999999980258;0.534;1;newextended16;LBFGS
92;0.0238289656532389;1.00000000006737;0.462;1;newextended16;LBFGS
93;0.023044033011283;0.999999999750585;0.412;1;newextended16;LBFGS
94;0.0222811092199033;0.999999999807554;0.494;1;newextended16;LBFGS
95;0.0215398399887103;0.999999999524824;0.554;1;newextended16;LBFGS
96;0.0208198571244532;0.999999999007505;0.529;1;newextended16;LBFGS
97;0.0201207803735988;0.999999999997801;0.554;1;newextended16;LBFGS
98;0.0194422191461409;0.999999999897726;0.513;1;newextended16;LBFGS
99;0.0187837741585137;0.999999999909967;0.442;1;newextended16;LBFGS
100;0.018145038950657;0.999999999924537;0.498;1;newextended16;LBFGS
101;0.0175256013145693;0.999999999923437;0.503;1;newextended16;LBFGS
102;0.016925044623974;1.00000000025026;0.528;1;newextended16;LBFGS
103;0.0163429490680123;0.999999999944576;0.471;1;newextended16;LBFGS
104;0.0157788928014358;0.999999999942885;0.501;1;newextended16;LBFGS
105;0.0152324530000536;0.999999999956503;0.548;1;newextended16;LBFGS
106;0.0147032068396229;0.999999999967091;0.54;1;newextended16;LBFGS
107;0.0141907323933816;0.999999999913426;0.541;1;newextended16;LBFGS
108;0.0136946094550341;0.999999999956805;0.531;1;newextended16;LBFGS
109;0.013214420289431;0.999999999975578;0.502;1;newextended16;LBFGS
110;0.0127497503164272;0.999999999980603;0.456;1;newextended16;LBFGS
111;0.0123001887299944;0.99999999997502;0.491;1;newextended16;LBFGS
112;0.0118653290569409;0.999999999980492;0.545;1;newextended16;LBFGS
113;0.0114447696584929;0.999999999980842;0.513;1;newextended16;LBFGS
114;0.0110381141784366;1.00000000014534;0.475;1;newextended16;LBFGS
115;0.0106449719401416;1.00000000002777;0.475;1;newextended16;LBFGS
116;0.0102649582981513;1.00000000008724;0.562;1;newextended16;LBFGS
117;0.00989769494340377;1.00000000008424;0.56;1;newextended16;LBFGS
118;0.00954281016924469;1.00000000007915;0.526;1;newextended16;LBFGS
119;0.00919993909819783;1.00000000006877;0.66;1;newextended16;LBFGS
120;0.0088687238735023;1.00000000006607;0.651;1;newextended16;LBFGS
121;0.00854881381762159;1.00000000005782;0.682;1;newextended16;LBFGS
122;0.00823986556032042;1.00000000004918;0.581;1;newextended16;LBFGS
123;0.00794154313850861;0.999999999916443;0.479;1;newextended16;LBFGS
124;0.00765351807054509;1.00000000003505;0.597;1;newextended16;LBFGS
125;0.00737546940583395;1.00000000000771;0.496;1;newextended16;LBFGS
126;0.00710708375385181;1.00000000003441;0.6;1;newextended16;LBFGS
127;0.00684805529217481;1.00000000001851;0.68;1;newextended16;LBFGS
128;0.00659808575690453;0.999999999930749;0.673;1;newextended16;LBFGS
129;0.00635688441647353;1.00000000001265;0.469;1;newextended16;LBFGS
130;0.00612416803011041;0.999999999926401;0.483;1;newextended16;LBFGS
131;0.0058996607935401;0.999999999950672;0.456;1;newextended16;LBFGS
132;0.00568309427175881;1.00000000001594;0.474;1;newextended16;LBFGS
133;0.00547420732136398;0.999999999900818;0.527;1;newextended16;LBFGS
134;0.00527274600329034;0.999999999844365;0.394;1;newextended16;LBFGS
135;0.00507846348658129;0.999999999925031;0.37;1;newextended16;LBFGS
136;0.00489111994473065;0.999999999760824;0.489;1;newextended16;LBFGS
137;0.00471048244578054;0.999999999662548;0.448;1;newextended16;LBFGS
138;0.0045363248361738;0.999999999903184;0.45;1;newextended16;LBFGS
139;0.00436842761972348;0.999999999916528;0.408;1;newextended16;LBFGS
140;0.0042065778329809;0.999999999935348;0.37;1;newextended16;LBFGS
141;0.00405056891646644;0.999999999930708;0.438;1;newextended16;LBFGS
142;0.00390020058342128;0.999999999930961;0.473;1;newextended16;LBFGS
143;0.00375527868617854;0.999999999924628;0.698;1;newextended16;LBFGS
144;0.00361561508087275;0.999999999956141;0.658;1;newextended16;LBFGS
145;0.00348102749085414;0.9999999999358;0.667;1;newextended16;LBFGS
146;0.00335133936941243;0.999999999920808;0.592;1;newextended16;LBFGS
147;0.00322637976202823;0.999999999949509;0.573;1;newextended16;LBFGS
148;0.0031059831686342;0.999999999946724;0.601;1;newextended16;LBFGS
149;0.00298998940625699;0.9999999999422;0.607;1;newextended16;LBFGS
150;0.00287824347221318;0.999999999948017;0.596;1;newextended16;LBFGS
151;0.00277059540822336;0.999999999936136;0.568;1;newextended16;LBFGS
152;0.00266690016567923;0.999999999965157;0.645;1;newextended16;LBFGS
153;0.00256701747221996;0.999999999966312;0.62;1;newextended16;LBFGS
154;0.0024708116999076;0.999999999979294;0.561;1;newextended16;LBFGS
155;0.00237815173505614;0.999999999897874;0.628;1;newextended16;LBFGS
156;0.00228891085002429;0.999999999999094;0.649;1;newextended16;LBFGS
157;0.00220296657680631;0.999999999987147;0.585;1;newextended16;LBFGS
158;0.00212020058297959;0.999999999954332;0.636;1;newextended16;LBFGS
159;0.00204049854967057;0.999999999956806;0.55;1;newextended16;LBFGS
160;0.00196375005185862;0.999999999938282;0.62;1;newextended16;LBFGS
161;0.00188984844105246;0.999999999935924;0.595;1;newextended16;LBFGS
162;0.00181869073034746;1.00000000000902;0.569;1;newextended16;LBFGS
163;0.00175017748192377;0.999999999999448;0.61;1;newextended16;LBFGS
164;0.00168421269707671;0.999999999950574;0.525;1;newextended16;LBFGS
165;0.00162070370824749;0.999999999599304;0.568;1;newextended16;LBFGS
166;0.00155956107595269;0.999999999639619;0.564;1;newextended16;LBFGS
167;0.00150069848343145;1.00000000013474;0.541;1;newextended16;LBFGS
168;0.0014440326386747;1.00000000012264;0.519;1;newextended16;LBFGS
169;0.00138948317666121;1.00000000011851;0.521;1;newextended16;LBFGS
170;0.00133697256440435;0.999999999870906;0.44;1;newextended16;LBFGS
171;0.001286426008622;0.999999999881454;0.441;1;newextended16;LBFGS
172;0.00123777136583827;0.999999999875241;0.397;1;newextended16;LBFGS
173;0.00119093905493351;0.999999999890458;0.483;1;newextended16;LBFGS
174;0.00114586197217824;0.999999999882791;0.463;1;newextended16;LBFGS
175;0.00110247540858778;0.999999999891318;0.408;1;newextended16;LBFGS
176;0.00106071696966885;0.999999999915487;0.414;1;newextended16;LBFGS
177;0.00102052649743697;0.999999998827522;0.449;1;newextended16;LBFGS
178;0.000981845994936465;0.999999998670384;0.442;1;newextended16;LBFGS
179;0.000944619552646865;1.00000000079144;0.476;1;newextended16;LBFGS
180;0.000908793277061601;0.999999999061746;0.406;1;newextended16;LBFGS
181;0.000874315222275969;0.999999999104564;0.431;1;newextended16;LBFGS
182;0.000841135322366013;0.999999998904627;0.467;1;newextended16;LBFGS
183;0.000809205326858059;0.999999999397929;0.405;1;newextended16;LBFGS
184;0.000778478737688162;0.999999999096903;0.451;1;newextended16;LBFGS
185;0.000748910748444117;0.999999999010524;0.469;1;newextended16;LBFGS
186;0.00072045818531296;1.00000000011216;0.522;1;newextended16;LBFGS
187;0.000693079449893714;0.999999999593904;0.386;1;newextended16;LBFGS
188;0.000666734464140213;0.999999999187673;0.387;1;newextended16;LBFGS
189;0.000641384616728593;0.999999999217973;0.473;1;newextended16;LBFGS
190;0.000616992711331682;0.99999999925495;0.483;1;newextended16;LBFGS
191;0.000593522916596844;0.99999999932952;0.44;1;newextended16;LBFGS
192;0.000570940717740345;1.0000000001441;0.427;1;newextended16;LBFGS
193;0.000549212869691399;0.999999999924051;0.361;1;newextended16;LBFGS
194;0.000528307351923078;0.999999999254106;0.385;1;newextended16;LBFGS
195;0.000508193324709727;1.00000000058829;0.447;1;newextended16;LBFGS
196;0.000488841086719761;0.999999999237715;0.367;1;newextended16;LBFGS
197;0.000470222034413839;0.99999999927919;0.34;1;newextended16;LBFGS
198;0.00045230862238088;0.999999999350659;0.314;1;newextended16;LBFGS
199;0.000435074325335677;1.0000000004497;0.267;1;newextended16;LBFGS
200;0.000418493601224475;0.999999999415826;0.269;1;newextended16;LBFGS
1;2.68310588971847;0.99999999644556;0.592;1;A;MMA
2;2.67868506284981;1.00000000022249;0.491;1;A;MMA
3;2.67208485635795;1.00000000700079;0.416;1;A;MMA
4;2.66225366186613;1.000000000108;0.516;1;A;MMA
5;2.64766005108444;0.999999999967123;0.464;1;A;MMA
6;2.62610662575735;1.00000000031801;0.441;1;A;MMA
7;2.59450996226494;1.00000000008951;0.463;1;A;MMA
8;2.54868690182023;1.00000000327139;0.454;1;A;MMA
9;2.4832479303547;1.00000000127781;0.387;1;A;MMA
10;2.39179081063513;1.00000000009668;0.449;1;A;MMA
11;2.26767921097054;1.00000000002886;0.511;1;A;MMA
12;2.10567295843251;1.00000000155035;0.411;1;A;MMA
13;1.90436384997286;0.999999999504665;0.453;1;A;MMA
14;1.66866636972538;0.999999999791765;0.345;1;A;MMA
15;1.41086102429832;1.00000000000944;0.331;1;A;MMA
16;1.14879033008166;0.999999999818796;0.248;1;A;MMA
17;0.901361922864855;0.999999992459172;0.241;1;A;MMA
18;0.68351787854077;0.999999998516868;0.254;1;A;MMA
19;0.503257015259691;0.999999998251695;0.206;1;A;MMA
20;0.361668069197821;0.999999999986867;0.238;1;A;MMA
21;0.255002659718295;0.999999999745128;0.185;1;A;MMA
22;0.177195930097199;0.999999999934252;0.155;1;A;MMA
23;0.121797490092425;1.00000000174252;0.136;1;A;MMA
24;0.0830507304854429;1.00000000066815;0.15;1;A;MMA
25;0.0562996433612932;1.00000000045674;0.126;1;A;MMA
1;3.48059751434347;1.0000000000849;0.948;1;B;MMA
2;3.47380160844673;0.999999999825842;0.922;1;B;MMA
3;3.46370351902908;1.00000000034273;0.821;1;B;MMA
4;3.44876429106495;0.999999999118245;0.765;1;B;MMA
5;3.42679990793112;0.999999999771817;0.9;1;B;MMA
6;3.39478409316088;1.00000000334132;0.797;1;B;MMA
7;3.34865846784213;1.0000000001084;0.85;1;B;MMA
8;3.28321687919977;1.00000000018397;0.889;1;B;MMA
9;3.19217553170154;1.00000000014971;0.721;1;B;MMA
10;3.06858808758284;1.00000000066233;0.718;1;B;MMA
11;2.9057928609254;0.99999999759828;0.779;1;B;MMA
12;2.69903078136518;1.00000000039813;0.687;1;B;MMA
13;2.4476427945982;0.999999998954499;0.733;1;B;MMA
14;2.15726558855171;0.999999997596147;0.691;1;B;MMA
15;1.84086685181512;1.00000000053967;0.778;1;B;MMA
16;1.51738711743455;1.00000000032197;0.731;1;B;MMA
17;1.20777808379354;0.99999999964157;0.774;1;B;MMA
18;0.92994970267023;0.999999998147542;0.735;1;B;MMA
19;0.695033718765209;0.999999999444834;0.806;1;B;MMA
20;0.506454972728472;1.00000000171075;0.621;1;B;MMA
21;0.361480292433798;1.00000000566625;0.586;1;B;MMA
22;0.253819856497319;0.999999999287776;0.525;1;B;MMA
23;0.175990491001515;0.99999999762326;0.57;1;B;MMA
24;0.12086397646198;1.00000000020609;0.485;1;B;MMA
25;0.0824103056693889;1.00000000283806;0.425;1;B;MMA
1;2.18910784698037;0.999999999963067;2.106;1;C;MMA
2;2.16911328556542;1.00000000044106;2.035;1;C;MMA
3;2.13993333736614;0.999999999705074;1.896;1;C;MMA
4;2.09788078853095;0.999999999967305;1.796;1;C;MMA
5;2.0383394882757;0.999999992669804;1.323;1;C;MMA
6;1.95605782355696;1.00000000045104;1.405;1;C;MMA
7;1.84596751353448;1.00000000037192;1.212;1;C;MMA
8;1.70466367432031;0.999999999955252;1.19;1;C;MMA
9;1.53235260908997;0.999999998871147;1.242;1;C;MMA
10;1.3345193408604;0.999999998254975;1.493;1;C;MMA
11;1.12216429690892;0.99999999806378;1.601;1;C;MMA
12;0.909835542402627;1.00000000048255;1.343;1;C;MMA
13;0.711978850294458;1.0000000028589;1.14;1;C;MMA
14;0.539366626879815;1.00000000609734;1.3;1;C;MMA
15;0.397296753389883;1.00000000252291;1.216;1;C;MMA
16;0.285948399806479;1.00000000053761;2.725;1;C;MMA
17;0.202050801435079;1.00000000194463;2.241;1;C;MMA
18;0.140748417842193;1.00000000849687;2.696;1;C;MMA
19;0.0969896406667489;1.00000000144803;2.75;1;C;MMA
20;0.0662948622062277;1.00000000168216;1.757;1;C;MMA
21;0.0450405423182806;0.999999997454585;1.9;1;C;MMA
22;0.030462423112143;0.999999998550877;1.858;1;C;MMA
23;0.020533438197289;1.00000000427225;1.277;1;C;MMA
24;0.0138058537313553;0.999999997572282;1.48;1;C;MMA
25;0.00926488746476271;1.0000000075951;1.894;0;C;MMA
1;0.456372319399499;1;3.708;0;D;MMA
2;0.456352122197905;1;3.736;0;D;MMA
3;0.456321829747216;1;3.626;0;D;MMA
4;0.456276398610931;1;3.61;0;D;MMA
5;0.456208268865586;1;2.832;0;D;MMA
6;0.456106112387468;1;2.41;0;D;MMA
7;0.455952963424231;1;2.392;0;D;MMA
8;2.22901401952351;1.00000000702309;2.374;0;D;MMA
9;2.21535164608954;0.999999999937381;1.556;1;D;MMA
10;2.19528981932473;1.00000000336203;1.781;1;D;MMA
11;2.1661170107398;0.999999998156742;1.646;1;D;MMA
12;2.12426736130434;1.00000000049599;2.171;1;D;MMA
13;2.06533583430141;1.00000000358868;2.353;1;D;MMA
14;1.98437395515307;1.00000000037581;2.862;1;D;MMA
15;1.87663805018064;1.00000000077043;2.677;1;D;MMA
16;1.73888485675423;1.00000000426432;1.638;1;D;MMA
17;1.56854668349716;1.00000000426432;2.47;0;D;MMA
18;1.36759569609642;1.00000000426432;2.605;0;D;MMA
19;1.14714891854498;1.00000000426432;2.447;0;D;MMA
20;0.923786998547394;1.00000000426432;2.423;0;D;MMA
21;0.714969046106205;1.00000000426432;2.4;0;D;MMA
22;0.533930212610335;1.00000000426432;2.426;0;D;MMA
23;0.386956930851975;1.00000000426432;2.443;0;D;MMA
24;0.273874202096969;1.00000000426432;2.43;0;D;MMA
25;0.232937715310267;0.999999998246915;2.43;0;D;MMA
1;0.181762139761329;1;9.929;0;EC12b;MMA
2;0.18173778653353;1;10.22;0;EC12b;MMA
3;0.181708571272958;1;6.958;0;EC12b;MMA
4;0.18167352535664;1;6.726;0;EC12b;MMA
5;0.181631488097387;1;6.769;0;EC12b;MMA
6;0.84688176845585;0.999999992257334;9.963;0;EC12b;MMA
7;0.844648594699798;0.999999997252761;5.765;1;EC12b;MMA
8;0.841822419774786;0.999999998865293;5.878;1;EC12b;MMA
9;0.83846390727271;0.999999999804258;5.024;1;EC12b;MMA
10;0.834479709197404;1.00000000029802;5.771;1;EC12b;MMA
11;0.829763443572388;0.999999999418694;8.098;1;EC12b;MMA
12;0.824195344542469;0.999999999961862;7.623;1;EC12b;MMA
13;0.81764006346661;0.999999998235887;4.838;1;EC12b;MMA
14;0.809949215659369;0.999999999907844;5.151;1;EC12b;MMA
15;0.800961856581948;1.0000000042027;5.654;1;EC12b;MMA
16;0.79050702714815;0.999999998927912;6.045;1;EC12b;MMA
17;0.778408356752932;1.00000000523482;5.414;1;EC12b;MMA
18;0.764489776366026;1.00000000004669;5.789;1;EC12b;MMA
19;0.748583934651494;1.00000000390989;5.632;1;EC12b;MMA
20;0.730542000085654;0.999999999083921;5.155;1;EC12b;MMA
21;0.710245293313182;0.999999997973559;5.491;1;EC12b;MMA
22;0.687618639614003;0.999999997390229;5.024;1;EC12b;MMA
23;0.662641897122397;1.00000000356968;5.283;1;EC12b;MMA
24;0.635364693181223;1.00000000073929;5.463;1;EC12b;MMA
25;0.605910519136336;1.00000000108684;5.628;1;EC12b;MMA
26;0.574224766923528;1.00000000108684;6.869;0;EC12b;MMA
27;0.540318012473223;1.00000000108684;6.887;0;EC12b;MMA
28;0.504565766585333;1.00000000108684;6.803;0;EC12b;MMA
29;0.467449061117792;1.00000000108684;6.954;0;EC12b;MMA
30;0.429532502143838;1.00000000108684;6.789;0;EC12b;MMA
1;0.0931907713933608;0.999788214130206;7.052;0;newextended16;MMA
2;0.0942074423674275;0.999999997786205;3.166;1;newextended16;MMA
3;0.0951754471211244;1.00000000283062;4.156;1;newextended16;MMA
4;0.0960977012643257;1.00000000156592;4.768;1;newextended16;MMA
5;0.0969720562951859;0.999999999039559;3.926;1;newextended16;MMA
6;0.0977964428546302;1.00000000609685;2.644;1;newextended16;MMA
7;0.0985688482646214;1.00000000069282;3.407;1;newextended16;MMA
8;0.0992873599169938;0.99999999999646;7.236;1;newextended16;MMA
9;0.0999501470048859;1.00000000006782;4.61;1;newextended16;MMA
10;0.10055548725843;1.00000000099199;5.283;1;newextended16;MMA
11;0.101101765827305;1.00000000120474;5.571;1;newextended16;MMA
12;0.101587499802146;1.00000000032461;3.727;1;newextended16;MMA
13;0.102011310065955;0.999999998639154;3.047;1;newextended16;MMA
14;0.102371969250236;0.999999999776432;4.294;1;newextended16;MMA
15;0.102668400571628;1.00000000260703;5.802;1;newextended16;MMA
16;0.102899656417106;0.999999999404222;4.929;1;newextended16;MMA
17;0.10306495632457;0.999999999169174;4.934;1;newextended16;MMA
18;0.103163678806082;0.999999997962178;3.7;1;newextended16;MMA
19;0.10319536835935;0.99999999939404;3.842;1;newextended16;MMA
20;0.103159731433485;0.999999999547583;2.816;1;newextended16;MMA
21;0.103056655631329;1.00000000023556;3.916;1;newextended16;MMA
22;0.102886192385749;1.00000000050384;4.849;1;newextended16;MMA
23;0.102648576064694;1.0000000018687;5.245;1;newextended16;MMA
24;0.102344206132369;1.00000000178964;3.714;1;newextended16;MMA
25;0.101973661113402;1.00000000142522;3.488;1;newextended16;MMA
26;0.101537690271242;1.00000000064298;3.784;1;newextended16;MMA
27;0.101037213114749;1.00000000182007;3.374;1;newextended16;MMA
28;0.100473302765669;0.999999998844978;2.822;1;newextended16;MMA
29;0.0998472057548888;1.000000006205;3.54;1;newextended16;MMA
30;0.0991603131001199;1.00000000122795;3.36;1;newextended16;MMA
31;0.0984141658003932;1.00000000171791;5.231;1;newextended16;MMA
32;0.0976104526579726;1.00000000357166;3.688;1;newextended16;MMA
33;0.0967509751833359;1.00000000123912;3.577;1;newextended16;MMA
34;0.0958376887128792;0.999999998789096;4.446;1;newextended16;MMA
35;0.0948726337846538;0.999999993411337;2.933;1;newextended16;MMA
36;0.0938579669733918;0.999999992383493;3.145;1;newextended16;MMA
37;0.0927959413486439;1.00000000118599;3.833;1;newextended16;MMA
38;0.0916888915674488;1.00000000184257;2.591;1;newextended16;MMA
39;0.0905392249398437;1.0000000019264;3.337;1;newextended16;MMA
40;0.0893494088287463;1.00000000782947;2.782;1;newextended16;MMA
41;0.0881219726550784;0.999999997189875;2.457;1;newextended16;MMA
42;0.0868594665110614;0.999999998712047;2.302;1;newextended16;MMA
43;0.0855644876515776;0.999999999035928;4.399;1;newextended16;MMA
44;0.0842396431063242;1.00000000508584;3.563;1;newextended16;MMA
45;0.0828875446806622;1.00000000074209;3.839;1;newextended16;MMA
46;0.0815108086607757;1.00000000223255;3.48;1;newextended16;MMA
47;0.0801120338159112;1.0000000002565;4.568;1;newextended16;MMA
48;0.0786938006701849;0.999999999963833;3.174;1;newextended16;MMA
49;0.0772586512202023;1.00000000961833;2.978;1;newextended16;MMA
50;0.0758091065658132;1.00000000059115;4.502;1;newextended16;MMA
51;0.0743476087214925;1.000000000586;3.916;1;newextended16;MMA
52;0.0728765890347401;1.0000000070243;5.368;1;newextended16;MMA
53;0.0713983703897032;0.999999999004891;4.384;1;newextended16;MMA
54;0.0699152411933414;1.00000000199286;3.91;1;newextended16;MMA
55;0.0684293997082844;1.00000000246148;4.886;1;newextended16;MMA
56;0.0669429711898871;0.999999998774771;3.59;1;newextended16;MMA
57;0.0654580180847462;1.00000000022553;3.456;1;newextended16;MMA
58;0.0639764808576697;0.999999998976398;3.382;1;newextended16;MMA
59;0.0625002455228847;1.00000000393671;5.226;1;newextended16;MMA
60;0.0610310815597113;1.00000000045279;4.508;1;newextended16;MMA
61;0.059570691928236;0.99999999889716;4.639;1;newextended16;MMA
62;0.0581206583569673;1.00000000312484;3.847;1;newextended16;MMA
63;0.056682485369788;1.00000000192355;5.411;1;newextended16;MMA
64;0.0552575906066871;1.00000000061955;5.672;1;newextended16;MMA
65;0.0538472667066159;1.00000000212042;3.963;1;newextended16;MMA
66;0.052452749772815;1.00000000082634;3.888;1;newextended16;MMA
67;0.0510751831730293;1.00000000057854;4.544;1;newextended16;MMA
68;0.0497155581482289;0.999999999999896;5.215;1;newextended16;MMA
69;0.048374870890945;1.00000000207529;4.394;1;newextended16;MMA
70;0.047053966144529;0.999999998052278;4.372;1;newextended16;MMA
71;0.0457535951556381;1.00000000574888;2.812;1;newextended16;MMA
72;0.044474495582667;0.99999999947238;4.394;1;newextended16;MMA
73;0.0432172439356142;1.0000000012103;4.178;1;newextended16;MMA
74;0.0419824188117696;1.00000000348745;3.912;1;newextended16;MMA
75;0.0407704583949796;1.00000000000124;4.093;1;newextended16;MMA
76;0.039581772310233;1.00000000273051;4.019;1;newextended16;MMA
77;0.0384166942586535;0.999999998398678;4.551;1;newextended16;MMA
78;0.0372754846788575;1.00000000478395;4.573;1;newextended16;MMA
79;0.0361583064204568;1.00000000021027;3.492;1;newextended16;MMA
