;rho;x_G;x_N;condition;mu;density;consistent;converged;run_time;rxn1_q;rxn2_q;rxn3_q;rxn4_q;Ribosome_q;rxn1_v;rxn2_v;rxn3_v;rxn4_v;Ribosome_v;rxn1_p;rxn2_p;rxn3_p;rxn4_p;Ribosome_p;G_b;N_b;AA_b;Protein_b;G_c;N_c;AA_c;Protein_c
10;340.0;1.734152991583262;10.0;11;1.6177779252712368;1.0;1;1;0.0195679999999999;0.5707500402515546;0.4292499597484454;1e-10;0.6179459334110107;0.6357612230746305;313.9379174286559;236.10657716356468;5.50044494e-08;339.8977586283774;349.6969606274171;31.93357033199285;25.97172348799212;8.873336e-09;48.74673703122659;109.50678498528954;0.0763932934527459;0.1785085284213171;0.1093369550513063;0.6357612230746305;25.973719773933635;60.69289966324784;37.17456471744416;216.1588158453744
11;340.0;1.156101994388841;10.0;12;1.5754920173423308;1.0;1;1;0.019501;0.5689281111359008;0.4310718888640991;1e-10;0.6204403632216863;0.6419029983727828;304.75617716232915;230.91110873406336;5.35667285e-08;332.3496054275327;343.846436947105;36.66856968202499;25.40022196074697;8.7670971e-09;48.06699084843036;108.11123694677676;0.0725758204885516;0.1786032165152053;0.1069179646234601;0.6419029983727828;24.675778966107565;60.72509361516981;36.35210797197645;218.24701944674607
12;340.0;0.7707346629258942;10.0;13;1.5168868189352895;1.0;1;1;0.0195679999999999;0.5666466693380564;0.4333533306619435;1e-10;0.6235214221285941;0.6499016975943926;292.24321366224365;223.49830477575483;5.15741518e-08;321.5758850272214;335.181288352765;43.3172955563148;24.58481352533304;8.6108662e-09;47.05582477488323;106.00864331695163;0.067829531565181;0.1786687066873461;0.1036000641530799;0.6499016975943926;23.062040732161545;60.747360273697694;35.2240218120472;220.96657718209357
13;340.0;0.5138231086172628;10.0;14;1.4381045110009478;1.0;1;1;0.019601;0.5639407283331578;0.4360592716668421;1e-10;0.6271266026307936;0.6598998730821626;275.7419398200453;213.21359392027696;4.88955533e-08;306.63702271209473;322.6616946580598;52.41222859597838;23.45349533123047;8.385515e-09;45.58817974893981;102.91205316340115;0.0622394461585229;0.1786539764942508;0.0992067042650635;0.6598998730821626;21.161411693897804;60.74235200804528;33.73027945012159;224.36595684793528
14;340.0;0.3425487390781752;10.0;15;1.3362524186115787;1.0;1;1;0.019838;0.5609206072795898;0.4390793927204101;1e-10;0.6311169334227302;0.671848501894682;254.84071616298533;199.48510616495153;4.54325822e-08;286.7327197623677;305.2381231030938;64.43840862473195;21.94336167814467;8.0699419e-09;43.5354758001238;98.51124453312158;0.0560270604714055;0.1784863056269277;0.0936381320069845;0.671848501894682;19.049200560277903;60.68534391315544;31.83696488237475;228.42849064419187
15;340.0;0.2283658260521167;10.0;16;1.210762609362716;1.0;1;1;0.0224439999999999;0.5577624614584757;0.4422375385415243;1e-10;0.6353143185591024;0.6854804273369475;229.60809730161205;182.05118988171145;4.11659287e-08;261.533039515399;282.1843840956478;79.68051143258776;20.02563088698826;7.6458309e-09;40.802981715948896;92.55422125139148;0.0495110065411937;0.1780785893323143;0.0869299767895443;0.6854804273369475;16.833742224005885;60.54672037298687;29.556192108445092;233.06334529456217
16;340.0;0.1522438840347445;10.0;17;1.0743322763529115;1.0;1;1;0.0430069999999999;0.4924836166949122;0.5075163833050877;0.6204068576283462;1e-10;0.6775005803892106;179.89095529672238;185.3820186632676;226.61785795107812;3.65272973e-08;247.47265185838623;87.83794897967016;20.39202205295944;39.51179478267442;5.4863266e-09;82.60843151154131;0.0581988162750699;0.1858942099187417;0.0784063934169776;0.6775005803892106;19.78759753352377;63.2040313723722;26.658173761772396;230.3501973323316
17;340.0;0.1014959226898296;10.0;18;0.9240679900337696;1.0;1;1;0.0194499999999999;0.4884046234258775;0.5115953765741224;0.6262186212799647;1e-10;0.6941674578508733;153.44848675539927;160.73462985608242;196.7473181138845;3.14183116e-08;218.09569535785673;107.43980455605777;17.68080928416907;36.20496549398855;4.8758396e-09;74.69135633020572;0.0500515884499022;0.1848962985999583;0.0708846550992661;0.6941674578508733;17.01754007296677;62.86474152398585;24.10078273375048;236.01693566929688
18;340.0;0.0676639484598864;10.0;19;0.7680152721918053;1.0;1;1;0.0199159999999999;0.4848032291068099;0.51519677089319;0.6317879193516497;1e-10;0.7109664016141443;126.59433654705713;134.53085599815665;164.97574208843955;2.61125192e-08;185.65123851467123;128.87237141681956;14.798394159797231;32.37349922430467;4.2170489e-09;65.68431174367056;0.0425516854806551;0.1834671147448662;0.0630147981603342;0.7109664016141443;14.467573063422748;62.37881901325452;21.425031374513654;241.7285765488091
19;340.0;0.0451092989732576;10.0;20;0.6164902941323847;1.0;1;1;0.019584;0.4817961876422591;0.5182038123577408;0.6370627376648554;1e-10;0.7273680763723503;100.98770896668891;108.61899103832188;133.53261813808825;2.096067e-08;152.46122217740103;150.94976999647787;11.94808901421541;28.244354371486576;3.5501983e-09;56.16293258086917;0.0358522711968604;0.1816113757638141;0.0551682766669751;0.7273680763723503;12.18977220693254;61.7478677596968;18.75721406677153;247.30514596659916
20;340.0;0.0300728659821717;10.0;21;0.4786768615043848;1.0;1;1;0.019809;0.4794246903080897;0.5205753096919102;0.642031821726508;1e-10;0.7429605979367749;78.02643206869193;84.72370084279889;104.4907643193958;1.62750132e-08;120.91693606221084;172.42616875315497;9.31960709270788;24.08536934038901;2.9156262e-09;46.77545810933604;0.0300024150195341;0.1793736435666028;0.0476633434770881;0.7429605979367749;10.200821106641616;60.98703881264496;16.20553678220996;252.60660329850347
21;340.0;0.0200485773214478;10.0;22;0.360664632456339;1.0;1;1;0.0205579999999999;0.4776679474724059;0.522332052527594;0.6466983292022863;1e-10;0.7574640761334578;58.57449780184511;64.05147723331017;79.3020131720362;1.22625975e-08;92.88477088996835;192.2711705291076;7.04566249566412;20.139746071042634;2.3446796e-09;38.081206787216736;0.0249791169508055;0.1768297385202166;0.0407270683955199;0.7574640761334578;8.492899763273877;60.122111096873645;13.847203254476792;257.5377858853757
22;340.0;0.0133657182142985;10.0;23;0.26480451352968;1.0;1;1;0.0205079999999999;0.4764623905758996;0.5235376094241003;0.6510641404778924;1e-10;0.7707183234720975;42.89759312755744;47.13594147253379;58.617605818594974;9.0033534e-09;69.39049484324939;209.83364992188527;5.184953561978717;16.57990469221335;1.854967e-09;30.445721802580824;0.020717492161375;0.1740747025663131;0.0344894818002143;0.7707183234720975;7.043947334867512;59.18539887254646;11.726423812072891;262.04422998051314
23;340.0;0.0089104788095323;10.0;24;0.1903073873090777;1.0;1;1;0.021645;0.4757206907573863;0.5242793092426136;0.6551247463746076;1e-10;0.7826575620080489;30.78127499394869;33.92323669113774;42.38952680698508;6.4704511e-09;50.641475366371054;224.85704431571048;3.731556036025152;13.49394312329977;1.4507728e-09;24.02102760625048;0.017133368215161;0.1712103729086216;0.0289986968681684;0.7826575620080489;5.825345193154754;58.21152678893135;9.859556935177281;266.1035710827366
24;340.0;0.0059403192063549;10.0;25;0.1344446222583229;1.0;1;1;0.0222979999999999;0.4753477304487615;0.5246522695512384;0.658871216832409;1e-10;0.7932840408743457;21.728701660921857;23.98246990690795;30.117775233731045;4.5711171e-09;36.261942894428536;237.3911430968236;2.638071689759875;10.898294828612237;1.1267338e-09;18.789064280955166;0.0141378785860752;0.1683340963066465;0.0242439842329323;0.7932840408743457;4.806878719265602;57.23359274425984;8.242954639197011;269.71657389727756
